real_arrival_time,trip_instance_id,expected_arrival_time,code
2024-01-06 05:27:26.5+00,396980,23100,21102
2024-01-06 04:57:59.283+00,396981,19620,16714
2024-01-06 04:58:56.889764+00,396981,19680,16706
2024-01-06 04:59:43.27+00,396981,19740,16704
2024-01-06 05:00:40.447+00,396981,19800,16702
2024-01-06 05:01:31.487+00,396981,19860,16506
2024-01-06 05:02:38.337+00,396981,19920,16500
2024-01-06 05:03:55.307+00,396981,19980,16504
2024-01-06 05:04:41.433+00,396981,20040,16502
2024-01-06 05:05:47.407+00,396981,20100,16513
2024-01-06 05:06:58.293+00,396981,20160,16515
2024-01-06 05:08:15.303+00,396981,20220,16517
2024-01-06 05:09:27.397+00,396981,20280,11544
2024-01-06 05:11:05.307+00,396981,20400,11546
2024-01-06 05:12:50.31+00,396981,20520,11540
2024-01-06 05:15:12.373+00,396981,20640,11304
2024-01-06 05:18:00.447+00,396981,20760,11344
2024-01-06 05:19:32.307+00,396981,20820,11342
2024-01-06 05:22:42.287+00,396981,20940,21105
2024-01-06 05:24:20.477+00,396981,21000,21179
2024-01-06 05:26:00.407+00,396981,21060,21171
2024-01-06 05:28:12.297+00,396981,21120,21173
2024-01-06 05:29:20.337+00,396981,21180,21127
2024-01-06 05:30:02.467+00,396981,21240,21129
2024-01-06 05:30:50.477+00,396981,21300,21135
2024-01-06 05:31:42.473+00,396981,21360,26101
2024-01-06 05:33:18.423+00,396981,21480,26111
2024-01-06 05:34:10.297+00,396981,21540,26113
2024-01-06 05:36:12.247+00,396981,21600,26115
2024-01-06 05:36:37.3+00,396981,21660,25317
2024-01-06 05:37:38.437+00,396981,21720,25307
2024-01-06 04:58:55.393+00,396982,21480,12220
2024-01-06 04:59:38.48+00,396982,21540,12218
2024-01-06 05:00:35.473+00,396982,21600,12216
2024-01-06 05:01:36.237+00,396982,21660,12214
2024-01-06 05:02:12.447+00,396982,21720,12212
2024-01-06 05:03:14.527+00,396982,21780,10426
2024-01-06 05:04:16.383+00,396982,21840,10424
2024-01-06 05:05:23.243+00,396982,21900,10422
2024-01-06 05:06:54.48+00,396982,22080,10656
2024-01-06 05:08:52.29+00,396982,22200,10655
2024-01-06 05:10:04.323+00,396982,22260,10602
2024-01-06 05:11:05.467+00,396982,22320,10608
2024-01-06 05:14:18.41+00,396982,22500,10004
2024-01-06 05:16:37.24+00,396982,22560,10016
2024-01-06 05:17:02.35+00,396982,22680,10002
2024-01-06 05:19:37.377+00,396982,22800,10052
2024-01-06 05:20:16.523+00,396982,22860,10221
2024-01-06 05:21:39.433+00,396982,22980,10223
2024-01-06 05:23:18.3+00,396982,23040,20269
2024-01-06 05:25:41.39+00,396982,23160,11001
2024-01-06 05:27:47.483+00,396982,23280,21005
2024-01-06 05:29:11.247+00,396982,23340,21007
2024-01-06 05:30:22.553+00,396982,23460,21009
2024-01-06 05:31:50.51+00,396982,23520,21011
2024-01-06 05:33:01.573209+00,396982,23640,21023
2024-01-06 05:34:15.313+00,396982,23700,21025
2024-01-06 05:35:31.25+00,396982,23760,21027
2024-01-06 05:36:27.37+00,396982,23820,21029
2024-01-06 04:57:33.45+00,396983,21420,26339
2024-01-06 04:58:24.553+00,396983,21480,26340
2024-01-06 04:59:53.699338+00,396983,21540,26328
2024-01-06 05:00:22.176306+00,396983,21600,26326
2024-01-06 05:01:26.537+00,396983,21660,16522
2024-01-06 05:02:47.463+00,396983,21720,11378
2024-01-06 05:03:30.597+00,396983,21780,11364
2024-01-06 05:04:41.387+00,396983,21840,11376
2024-01-06 05:06:12.587+00,396983,21960,11362
2024-01-06 05:07:18.517+00,396983,22020,11354
2024-01-06 05:07:59.477+00,396983,22140,11352
2024-01-06 05:09:18.513+00,396983,22200,11538
2024-01-06 05:10:23.41+00,396983,22260,11536
2024-01-06 05:11:49.48+00,396983,22320,11530
2024-01-06 05:12:45.497+00,396983,22440,11542
2024-01-06 05:14:18.48+00,396983,22500,10386
2024-01-06 05:16:03.52+00,396983,22620,10384
2024-01-06 05:17:44.3+00,396983,22740,10531
2024-01-06 05:20:43.35+00,396983,22860,10501
2024-01-06 05:23:34.343+00,396983,22980,10511
2024-01-06 05:24:55.533+00,396983,23040,10513
2024-01-06 05:25:46.537+00,396983,23100,10527
2024-01-06 05:28:02.487+00,396983,23220,110423
2024-01-06 05:29:03.928221+00,396983,23280,10517
2024-01-06 05:29:43.489898+00,396983,23340,10519
2024-01-06 05:30:57.564306+00,396983,23400,12311
2024-01-06 05:32:01.253+00,396983,23520,12313
2024-01-06 05:33:34.52+00,396983,23580,12315
2024-01-06 05:37:18.497+00,396983,23760,12711
2024-01-06 05:38:38.537+00,396983,23820,12713
2024-01-06 05:39:55.557+00,396983,23880,12715
2024-01-06 05:40:56.253+00,396983,23940,12717
2024-01-06 05:42:06.35+00,396983,24060,12732
2024-01-06 05:44:47.537+00,396983,24180,12707
2024-01-06 05:45:52.537+00,396983,24240,18537
2024-01-06 05:46:47.583+00,396983,24300,18526
2024-01-06 05:47:31.27+00,396983,24360,18515
2024-01-06 05:48:07.54+00,396983,24420,18503
2024-01-06 05:49:23.55+00,396983,24480,18505
2024-01-06 05:50:10.503+00,396983,24540,18517
2024-01-06 05:50:53.492696+00,396983,24600,18547
2024-01-06 05:51:28.46+00,396983,24660,18507
2024-01-06 05:12:09.447+00,396984,22320,18404
2024-01-06 05:13:29.533+00,396984,22380,12612
2024-01-06 05:15:04.985396+00,396984,22440,12606
2024-01-06 05:16:08.427+00,396984,22500,12604
2024-01-06 05:17:07.553+00,396984,22560,12602
2024-01-06 05:22:53.34+00,396984,22800,12206
2024-01-06 05:23:49.547+00,396984,22860,12204
2024-01-06 05:25:05.54+00,396984,22920,12202
2024-01-06 05:26:21.34+00,396984,23040,10408
2024-01-06 05:27:52.32+00,396984,23160,10406
2024-01-06 05:28:41.577+00,396984,23220,10404
2024-01-06 05:30:07.517+00,396984,23340,10402
2024-01-06 05:32:17.337+00,396984,23460,10274
2024-01-06 05:33:03.56+00,396984,23580,10272
2024-01-06 05:34:55.543+00,396984,23700,10270
2024-01-06 05:38:42.437+00,396984,23880,11001
2024-01-06 05:40:39.283+00,396984,24000,21005
2024-01-06 05:42:01.57+00,396984,24060,21007
2024-01-06 05:43:51.447+00,396984,24180,21009
2024-01-06 05:45:22.507+00,396984,24240,21011
2024-01-06 05:46:37.407+00,396984,24360,21023
2024-01-06 05:47:26.487+00,396984,24420,21025
2024-01-06 05:48:28.493+00,396984,24480,21027
2024-01-06 05:49:28.49+00,396984,24540,21029
2024-01-06 04:57:44.34+00,396986,21480,21020
2024-01-06 04:59:28.523+00,396986,21600,21018
2024-01-06 05:00:25.55+00,396986,21660,21016
2024-01-06 05:01:52.323+00,396986,21780,21014
2024-01-06 05:03:14.577+00,396986,21840,21012
2024-01-06 05:04:21.54+00,396986,21900,21010
2024-01-06 05:06:02.537+00,396986,21960,21032
2024-01-06 05:10:18.55+00,396986,22140,20264
2024-01-06 05:11:24.537+00,396986,22200,20262
2024-01-06 05:12:35.39+00,396986,22320,20202
2024-01-06 05:14:22.54+00,396986,22440,20291
2024-01-06 05:15:08.56+00,396986,22500,20821
2024-01-06 05:16:52.423+00,396986,22620,20823
2024-01-06 05:19:15.537+00,396986,22740,20854
2024-01-06 05:21:10.755162+00,396986,22860,20852
2024-01-06 05:21:58.54+00,396986,22920,20670
2024-01-06 05:24:08.543+00,396986,23040,20628
2024-01-06 05:25:51.313+00,396986,23160,20666
2024-01-06 05:29:01.316564+00,396986,23280,20610
2024-01-06 05:29:12.997711+00,396986,23340,20615
2024-01-06 05:31:28.393+00,396986,23460,20617
2024-01-06 05:05:13.57+00,396988,21900,24414
2024-01-06 05:06:17.537+00,396988,21960,24412
2024-01-06 05:06:58.34+00,396988,22020,24410
2024-01-06 05:08:15.557+00,396988,22080,24408
2024-01-06 05:09:43.47+00,396988,22200,24404
2024-01-06 05:10:27.557+00,396988,22260,24402
2024-01-06 05:11:58.4+00,396988,22380,20818
2024-01-06 05:13:41.507+00,396988,22500,20824
2024-01-06 05:15:53.567+00,396988,22560,20822
2024-01-06 05:16:58.453+00,396988,22620,20292
2024-01-06 05:19:46.573+00,396988,22740,20201
2024-01-06 05:21:23.51+00,396988,22800,20261
2024-01-06 05:21:58.517+00,396988,22860,20263
2024-01-06 05:25:26.51+00,396988,22980,20265
2024-01-06 05:26:40.493+00,396988,23100,20267
2024-01-06 05:28:22.397+00,396988,23280,10269
2024-01-06 05:30:32.54+00,396988,23400,10271
2024-01-06 05:32:01.563+00,396988,23460,10247
2024-01-06 05:33:18.487+00,396988,23520,10245
2024-01-06 05:34:30.493+00,396988,23580,11401
2024-01-06 05:36:02.237+00,396988,23700,11403
2024-01-06 05:36:52.557+00,396988,23760,11405
2024-01-06 05:37:53.59+00,396988,23820,11601
2024-01-06 05:39:35.537+00,396988,23880,11603
2024-01-06 05:40:50.573+00,396988,24000,11605
2024-01-06 05:42:35.493+00,396988,24060,11607
2024-01-06 05:43:06.233+00,396988,24120,11609
2024-01-06 05:44:17.547+00,396988,24180,11613
2024-01-06 04:59:52.36+00,396989,21600,23522
2024-01-06 05:01:22.257+00,396989,21660,23128
2024-01-06 05:02:11.150885+00,396989,21720,23126
2024-01-06 05:03:40.483+00,396989,21780,23124
2024-01-06 05:05:47.48+00,396989,21900,23131
2024-01-06 05:06:54.397+00,396989,21960,23133
2024-01-06 05:07:49.39+00,396989,22020,23135
2024-01-06 05:09:12.553+00,396989,22140,23702
2024-01-06 05:11:58.497+00,396989,22260,24101
2024-01-06 05:14:38.42+00,396989,22380,24103
2024-01-06 05:15:39.557+00,396989,22440,24105
2024-01-06 05:18:51.553+00,396989,22680,29103
2024-01-06 05:20:38.483+00,396989,22740,29129
2024-01-06 05:22:33.507+00,396989,22860,29539
2024-01-06 05:23:04.244765+00,396989,22920,29503
2024-01-06 05:24:35.53+00,396989,23040,29521
2024-01-06 05:02:03.243+00,396991,21720,12126
2024-01-06 05:04:11.273+00,396991,21900,12901
2024-01-06 05:05:13.507+00,396991,21960,12905
2024-01-06 05:07:04.253+00,396991,22080,12520
2024-01-06 05:08:30.387+00,396991,22140,12542
2024-01-06 05:09:22.243+00,396991,22200,12518
2024-01-06 05:10:44.517+00,396991,22260,12516
2024-01-06 05:11:49.463+00,396991,22320,12514
2024-01-06 05:12:45.343+00,396991,22380,12512
2024-01-06 05:16:03.253+00,396991,22560,112206
2024-01-06 05:17:17.437+00,396991,22680,12316
2024-01-06 05:18:10.4+00,396991,22740,12314
2024-01-06 05:20:16.25+00,396991,22860,12312
2024-01-06 05:21:17.247+00,396991,22920,10520
2024-01-06 05:23:12.257+00,396991,22980,10518
2024-01-06 05:23:34.557+00,396991,23040,110424
2024-01-06 05:24:51.243+00,396991,23100,10524
2024-01-06 05:27:26.253+00,396991,23280,10555
2024-01-06 05:28:36.24+00,396991,23400,110655
2024-01-06 05:30:07.48+00,396991,23520,20711
2024-01-06 05:32:52.277+00,396991,23640,20905
2024-01-06 05:34:15.357+00,396991,23760,20903
2024-01-06 05:38:18.23+00,396991,23880,20721
2024-01-06 05:39:04.527+00,396991,23940,20723
2024-01-06 05:41:00.457+00,396991,24120,24101
2024-01-06 05:43:06.557+00,396991,24180,24145
2024-01-06 05:44:06.257+00,396991,24240,24103
2024-01-06 05:44:58.563+00,396991,24300,24105
2024-01-06 05:47:07.207+00,396991,24420,24107
2024-01-06 05:49:05.423806+00,396991,24540,29101
2024-01-06 05:49:44.55+00,396991,24600,29103
2024-01-06 05:51:14.527+00,396991,24660,29129
2024-01-06 05:52:41.56+00,396991,24720,29501
2024-01-06 05:53:25.243+00,396991,24780,29539
2024-01-06 05:53:55.407+00,396991,24840,29503
2024-01-06 05:55:06.387+00,396991,24900,29505
2024-01-06 05:16:47.473+00,396992,22620,11608
2024-01-06 05:18:15.563+00,396992,22740,11606
2024-01-06 05:19:21.303+00,396992,22800,11604
2024-01-06 05:20:47.377+00,396992,22860,11602
2024-01-06 05:21:53.027581+00,396992,22920,11406
2024-01-06 05:23:03.44+00,396992,22980,11404
2024-01-06 05:24:14.49+00,396992,23100,11402
2024-01-06 05:25:21.27+00,396992,23160,10246
2024-01-06 05:26:31.247+00,396992,23220,10248
2024-01-06 05:27:37.387+00,396992,23340,10244
2024-01-06 05:31:56.55+00,396992,23460,10270
2024-01-06 05:33:48.5+00,396992,23580,10268
2024-01-06 05:37:28.517+00,396992,23700,10222
2024-01-06 05:39:34.433615+00,396992,23880,10031
2024-01-06 05:41:38.487+00,396992,24060,20201
2024-01-06 05:43:31.257+00,396992,24120,20203
2024-01-06 05:44:58.463+00,396992,24240,20205
2024-01-06 05:46:57.5+00,396992,24300,25001
2024-01-06 05:48:07.38+00,396992,24360,25003
2024-01-06 05:49:44.034441+00,396992,24420,25005
2024-01-06 05:50:50.47+00,396992,24480,25007
2024-01-06 05:51:55.543+00,396992,24600,25009
2024-01-06 05:53:51.44+00,396992,24660,25011
2024-01-06 05:17:28.303+00,396994,22620,18012
2024-01-06 05:17:54.32+00,396994,22680,18010
2024-01-06 05:19:11.33+00,396994,22740,18008
2024-01-06 05:20:38.29+00,396994,22800,18006
2024-01-06 05:22:02.42+00,396994,22860,18016
2024-01-06 05:23:55.271777+00,396994,22980,18004
2024-01-06 05:25:05.45+00,396994,23040,18018
2024-01-06 05:26:46.5+00,396994,23160,18002
2024-01-06 05:27:47.47+00,396994,23220,18014
2024-01-06 05:29:16.46+00,396994,23340,12410
2024-01-06 05:31:28.517+00,396994,23400,12408
2024-01-06 05:32:52.33+00,396994,23520,12406
2024-01-06 05:33:39.317+00,396994,23580,12404
2024-01-06 05:34:40.317+00,396994,23640,12402
2024-01-06 05:36:12.387+00,396994,23760,12206
2024-01-06 05:37:03.477+00,396994,23820,12204
2024-01-06 05:38:28.337+00,396994,23880,12202
2024-01-06 05:41:00.303+00,396994,24000,10408
2024-01-06 05:42:40.29+00,396994,24120,10406
2024-01-06 05:43:35.313+00,396994,24180,10404
2024-01-06 05:44:58.5+00,396994,24300,10402
2024-01-06 05:46:57.477+00,396994,24420,10004
2024-01-06 05:48:07.477+00,396994,24480,10016
2024-01-06 05:48:39.899169+00,396994,24600,10002
2024-01-06 05:50:54.643054+00,396994,24720,10031
2024-01-06 05:53:41.33+00,396994,24900,20201
2024-01-06 05:55:46.413+00,396994,24960,20203
2024-01-06 05:56:56.51+00,396994,25080,20205
2024-01-06 05:58:48.513+00,396994,25140,25001
2024-01-06 05:59:40.293+00,396994,25200,25003
2024-01-06 06:01:22.493+00,396994,25260,25005
2024-01-06 06:02:02.297+00,396994,25320,25007
2024-01-06 06:03:12.3+00,396994,25440,25009
2024-01-06 06:04:02.407+00,396994,25500,25011
2024-01-06 05:24:14.517+00,396996,23040,11612
2024-01-06 05:25:26.453+00,396996,23100,11610
2024-01-06 05:26:10.49+00,396996,23160,11608
2024-01-06 05:27:42.477+00,396996,23280,11606
2024-01-06 05:28:55.463+00,396996,23340,11604
2024-01-06 05:30:22.587+00,396996,23400,11602
2024-01-06 05:31:23.467+00,396996,23460,11406
2024-01-06 05:32:37.467589+00,396996,23520,11404
2024-01-06 05:33:48.56+00,396996,23640,11402
2024-01-06 05:35:01.417+00,396996,23700,10246
2024-01-06 05:37:03.577+00,396996,23760,10248
2024-01-06 05:37:58.563+00,396996,23880,10244
2024-01-06 05:41:00.567+00,396996,24000,10240
2024-01-06 05:42:11.497+00,396996,24060,10016
2024-01-06 05:42:45.83385+00,396996,24180,10002
2024-01-06 05:45:36.477+00,396996,24300,10021
2024-01-06 05:46:37.463+00,396996,24360,10027
2024-01-06 05:47:31.463+00,396996,24420,10023
2024-01-06 05:49:28.47+00,396996,24540,20621
2024-01-06 05:50:14.53+00,396996,24600,20623
2024-01-06 05:51:28.38+00,396996,24660,20625
2024-01-06 05:53:11.377+00,396996,24780,20627
2024-01-06 05:54:41.417+00,396996,24840,20631
2024-01-06 05:55:36.587+00,396996,24900,20629
2024-01-06 05:01:36.33+00,396998,21660,112015
2024-01-06 05:03:09.447+00,396998,21780,17311
2024-01-06 05:04:16.49+00,396998,21840,17301
2024-01-06 05:04:53.146836+00,396998,21900,17317
2024-01-06 05:05:42.507+00,396998,21960,17303
2024-01-06 05:06:48.413+00,396998,22020,17305
2024-01-06 05:07:54.473+00,396998,22080,17315
2024-01-06 05:08:46.507+00,396998,22140,17307
2024-01-06 05:09:59.243+00,396998,22200,17309
2024-01-06 05:11:39.214811+00,396998,22320,11714
2024-01-06 05:12:28.377+00,396998,22380,11712
2024-01-06 05:14:02.44+00,396998,22440,11719
2024-01-06 05:14:33.477+00,396998,22500,11731
2024-01-06 05:15:24.848089+00,396998,22560,11729
2024-01-06 05:15:59.42+00,396998,22620,17101
2024-01-06 05:17:28.347+00,396998,22680,17103
2024-01-06 05:18:40.283+00,396998,22740,17113
2024-01-06 05:19:43.607386+00,396998,22800,17115
2024-01-06 05:20:14.637838+00,396998,22860,17119
2024-01-06 05:20:43.507+00,396998,22920,17117
2024-01-06 05:21:48.433+00,396998,22980,16704
2024-01-06 05:22:53.46+00,396998,23040,16702
2024-01-06 05:24:14.247+00,396998,23100,16506
2024-01-06 05:25:11.493283+00,396998,23160,16500
2024-01-06 05:25:46.503+00,396998,23220,16504
2024-01-06 05:26:29.785236+00,396998,23280,16502
2024-01-06 05:05:37.267+00,397000,21900,18743
2024-01-06 05:06:28.33+00,397000,21960,18712
2024-01-06 05:07:44.537+00,397000,22020,18710
2024-01-06 05:09:02.283+00,397000,22080,18706
2024-01-06 05:10:18.51+00,397000,22200,18704
2024-01-06 05:11:05.327+00,397000,22260,18702
2024-01-06 05:12:08.945991+00,397000,22320,18512
2024-01-06 05:12:34.902943+00,397000,22380,18518
2024-01-06 05:13:29.297+00,397000,22440,18510
2024-01-06 05:14:52.537+00,397000,22500,18508
2024-01-06 05:15:27.417+00,397000,22560,18548
2024-01-06 05:16:37.547+00,397000,22620,18506
2024-01-06 05:18:24.323+00,397000,22680,18504
2024-01-06 05:19:11.253+00,397000,22740,18516
2024-01-06 05:20:38.49+00,397000,22800,18502
2024-01-06 05:21:28.327+00,397000,22860,18536
2024-01-06 05:22:16.34+00,397000,22920,12708
2024-01-06 05:23:23.25+00,397000,22980,12704
2024-01-06 05:24:25.437+00,397000,23040,12702
2024-01-06 05:26:40.517+00,397000,23220,12316
2024-01-06 05:27:31.24+00,397000,23280,12314
2024-01-06 05:29:20.313+00,397000,23400,12312
2024-01-06 05:30:22.493+00,397000,23460,10520
2024-01-06 05:32:01.387+00,397000,23520,10518
2024-01-06 05:32:33.433+00,397000,23580,10516
2024-01-06 05:34:20.493+00,397000,23700,10514
2024-01-06 05:35:26.317+00,397000,23760,10512
2024-01-06 05:37:30.889957+00,397000,23880,10538
2024-01-06 05:02:03.243+00,397001,21720,26118
2024-01-06 05:03:40.098925+00,397001,21780,26110
2024-01-06 05:05:08.29+00,397001,21900,26108
2024-01-06 05:06:07.393+00,397001,21960,26106
2024-01-06 05:07:33.28+00,397001,22020,26104
2024-01-06 05:08:41.247+00,397001,22080,26102
2024-01-06 05:09:12.885805+00,397001,22140,21136
2024-01-06 05:09:55.279333+00,397001,22200,121026
2024-01-06 05:10:49.29+00,397001,22260,121024
2024-01-06 05:12:13.288503+00,397001,22380,121014
2024-01-06 05:15:27.483+00,397001,22500,121012
2024-01-06 05:16:12.257+00,397001,22560,121010
2024-01-06 05:17:28.407+00,397001,22620,121032
2024-01-06 05:19:26.25+00,397001,22800,21121
2024-01-06 05:21:17.287+00,397001,22920,20364
2024-01-06 05:23:49.313+00,397001,23040,110222
2024-01-06 05:02:28.523+00,397003,21720,11746
2024-01-06 05:03:38.683307+00,397003,21780,11742
2024-01-06 05:04:46.57+00,397003,21900,11743
2024-01-06 05:05:47.577+00,397003,21960,11723
2024-01-06 05:07:54.533+00,397003,22140,11711
2024-01-06 05:09:02.51+00,397003,22200,11713
2024-01-06 05:10:38.38+00,397003,22320,17310
2024-01-06 05:12:19.463+00,397003,22380,17308
2024-01-06 05:13:10.517+00,397003,22440,17316
2024-01-06 05:14:02.463+00,397003,22500,17306
2024-01-06 05:15:12.427+00,397003,22560,17304
2024-01-06 05:16:08.543+00,397003,22620,17300
2024-01-06 05:16:52.563+00,397003,22680,17302
2024-01-06 05:19:00.627+00,397003,22740,17312
2024-01-06 05:20:16.56+00,397003,22860,112016
2024-01-06 05:21:58.407+00,397003,22920,12122
2024-01-06 05:23:03.567+00,397003,22980,12123
2024-01-06 05:24:50.782447+00,397003,23100,12901
2024-01-06 05:25:36.453+00,397003,23160,12905
2024-01-06 05:27:17.367+00,397003,23280,12523
2024-01-06 05:28:02.57+00,397003,23340,12527
2024-01-06 05:30:27.527+00,397003,23460,12505
2024-01-06 05:32:58.47+00,397003,23640,18532
2024-01-06 05:03:31.482018+00,397004,21660,25309
2024-01-06 05:04:26.42+00,397004,21720,25316
2024-01-06 05:05:52.45+00,397004,21840,25306
2024-01-06 05:07:44.25+00,397004,21900,25304
2024-01-06 05:08:30.611366+00,397004,21960,25302
2024-01-06 05:09:43.433112+00,397004,22020,21156
2024-01-06 05:11:00.343+00,397004,22080,21152
2024-01-06 05:11:39.33+00,397004,22140,21150
2024-01-06 05:13:24.343+00,397004,22260,21148
2024-01-06 05:15:59.51+00,397004,22380,121014
2024-01-06 05:17:34.247+00,397004,22500,121012
2024-01-06 05:18:19.393+00,397004,22560,121010
2024-01-06 05:19:06.43+00,397004,22620,121032
2024-01-06 05:20:38.383+00,397004,22800,21121
2024-01-06 05:24:03.427+00,397004,22980,11331
2024-01-06 05:25:22.674706+00,397004,23040,11349
2024-01-06 05:26:10.23+00,397004,23100,11333
2024-01-06 05:28:36.247+00,397004,23280,11335
2024-01-06 05:29:57.457+00,397004,23400,11521
2024-01-06 05:31:13.33+00,397004,23460,11523
2024-01-06 05:32:14.433145+00,397004,23520,11525
2024-01-06 05:33:08.32+00,397004,23580,11721
2024-01-06 05:35:01.577+00,397004,23640,11723
2024-01-06 05:36:18.337+00,397004,23760,11712
2024-01-06 05:37:23.46+00,397004,23820,11719
2024-01-06 05:37:44.811279+00,397004,23880,11731
2024-01-06 05:38:18.895659+00,397004,23940,11729
2024-01-06 05:38:59.347+00,397004,24000,17101
2024-01-06 05:40:15.337+00,397004,24060,17103
2024-01-06 05:42:11.243+00,397004,24180,17126
2024-01-06 05:42:45.508031+00,397004,24240,17108
2024-01-06 05:45:24.893666+00,397004,24300,17120
2024-01-06 05:46:07.243+00,397004,24420,17111
2024-01-06 05:47:07.277+00,397004,24480,17109
2024-01-06 05:49:28.603262+00,397004,24600,17123
2024-01-06 05:53:11.543+00,397004,24780,17130
2024-01-06 05:01:46.457+00,397005,21660,18743
2024-01-06 05:02:33.373+00,397005,21720,18712
2024-01-06 05:03:55.52+00,397005,21780,18710
2024-01-06 05:05:23.503+00,397005,21840,18708
2024-01-06 05:06:12.44+00,397005,21900,18130
2024-01-06 05:07:18.247+00,397005,21960,18128
2024-01-06 05:08:41.437+00,397005,22020,18737
2024-01-06 05:09:22.24+00,397005,22080,18740
2024-01-06 05:10:18.25+00,397005,22140,18744
2024-01-06 05:11:05.39+00,397005,22200,18746
2024-01-06 05:12:06.139379+00,397005,22260,18120
2024-01-06 05:12:28.237+00,397005,22320,18116
2024-01-06 05:13:56.615506+00,397005,22380,18156
2024-01-06 05:15:06.945107+00,397005,22440,18158
2024-01-06 05:15:49.425734+00,397005,22500,18160
2024-01-06 05:17:39.457+00,397005,22620,17710
2024-01-06 05:19:06.34+00,397005,22680,17708
2024-01-06 05:19:46.037553+00,397005,22740,17736
2024-01-06 05:20:38.247+00,397005,22800,17706
2024-01-06 05:21:54.433+00,397005,22860,17704
2024-01-06 05:22:57.24+00,397005,22920,17702
2024-01-06 05:24:40.37+00,397005,23040,12128
2024-01-06 05:25:41.49+00,397005,23100,12144
2024-01-06 05:26:40.243+00,397005,23160,12126
2024-01-06 05:27:56.243+00,397005,23280,12124
2024-01-06 05:28:51.247+00,397005,23340,12121
2024-01-06 05:30:55.247+00,397005,23460,112015
2024-01-06 05:33:23.35+00,397005,23580,17311
2024-01-06 05:34:10.447+00,397005,23640,17301
2024-01-06 05:34:55.497+00,397005,23700,17317
2024-01-06 05:36:02.477+00,397005,23760,17303
2024-01-06 05:36:57.58+00,397005,23820,17305
2024-01-06 05:37:58.54+00,397005,23880,17315
2024-01-06 05:39:04.547+00,397005,23940,17307
2024-01-06 05:39:55.47+00,397005,24000,17309
2024-01-06 05:41:31.475193+00,397005,24120,11714
2024-01-06 05:42:16.477+00,397005,24180,11712
2024-01-06 05:44:02.463+00,397005,24240,11719
2024-01-06 05:44:34.287184+00,397005,24300,11731
2024-01-06 05:45:15.499403+00,397005,24360,11729
2024-01-06 05:45:52.46+00,397005,24420,17101
2024-01-06 05:47:02.523+00,397005,24480,17103
2024-01-06 05:48:33.45+00,397005,24540,17113
2024-01-06 05:49:39.44+00,397005,24600,17115
2024-01-06 05:52:10.34+00,397005,24780,16704
2024-01-06 05:53:11.24+00,397005,24840,16702
2024-01-06 05:54:00.453+00,397005,24900,16506
2024-01-06 05:55:02.373+00,397005,24960,16500
2024-01-06 05:56:10.47+00,397005,25020,16504
2024-01-06 05:56:56.24+00,397005,25080,16502
2024-01-06 05:12:54.46027+00,397008,22260,16523
2024-01-06 05:13:55.820434+00,397008,22320,16507
2024-01-06 05:14:18.563+00,397008,22380,16503
2024-01-06 05:15:53.517+00,397008,22440,16505
2024-01-06 05:16:43.517+00,397008,22500,16531
2024-01-06 05:17:54.573+00,397008,22560,16701
2024-01-06 05:19:00.5+00,397008,22620,16705
2024-01-06 05:19:41.247+00,397008,22680,17118
2024-01-06 05:21:44.49+00,397008,22920,17114
2024-01-06 05:22:53.567+00,397008,22980,17104
2024-01-06 05:23:49.403+00,397008,23040,17102
2024-01-06 05:25:05.557+00,397008,23100,11730
2024-01-06 05:26:26.65594+00,397008,23220,11720
2024-01-06 05:27:21.36+00,397008,23280,11728
2024-01-06 05:29:51.437+00,397008,23400,11711
2024-01-06 05:30:32.583+00,397008,23460,11713
2024-01-06 05:32:17.583+00,397008,23580,17310
2024-01-06 05:33:29.58+00,397008,23640,17308
2024-01-06 05:34:25.553+00,397008,23700,17316
2024-01-06 05:35:17.557+00,397008,23760,17306
2024-01-06 05:36:22.53+00,397008,23820,17304
2024-01-06 05:37:28.4+00,397008,23880,17300
2024-01-06 05:38:08.38+00,397008,23940,17302
2024-01-06 05:38:59.577+00,397008,24000,17312
2024-01-06 05:40:29.563+00,397008,24120,112016
2024-01-06 05:43:35.383+00,397008,24180,12122
2024-01-06 05:45:31.243+00,397008,24240,12123
2024-01-06 05:46:37.557+00,397008,24300,12125
2024-01-06 05:47:37.58+00,397008,24360,12143
2024-01-06 05:48:39.547+00,397008,24420,12127
2024-01-06 05:50:40.51+00,397008,24540,17701
2024-01-06 05:51:55.51+00,397008,24600,17703
2024-01-06 05:52:52.56+00,397008,24660,17705
2024-01-06 05:54:14.947973+00,397008,24720,17735
2024-01-06 05:54:31.413+00,397008,24780,17707
2024-01-06 05:55:46.567+00,397008,24840,17709
2024-01-06 05:57:47.37+00,397008,24960,18159
2024-01-06 05:58:16.417+00,397008,25020,18155
2024-01-06 06:00:16.43+00,397008,25080,18115
2024-01-06 06:00:55.523+00,397008,25140,18117
2024-01-06 06:01:31.887594+00,397008,25200,18119
2024-01-06 06:02:45.864683+00,397008,25260,18747
2024-01-06 06:03:36.57+00,397008,25320,18745
2024-01-06 06:04:27.563+00,397008,25380,18739
2024-01-06 06:05:17.413+00,397008,25440,18738
2024-01-06 06:06:19.547+00,397008,25500,18127
2024-01-06 06:07:34.56+00,397008,25560,18129
2024-01-06 06:08:28.34+00,397008,25620,18707
2024-01-06 06:09:34.467+00,397008,25680,18709
